SN,Paper Title,DOI,Domain,Year,umap_x,umap_y,cited_by_count,is_oa,oa_status,oa_url
507,Constructing Capabilities: The Politics of Testing Infrastructures for Generative AI,https://doi.org/10.1145/3630106.3659009,General Fairness & Bias Mitigation,2024,3.907775,-2.289791,9,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3659009
508,Crediting Humans: A Systematic Assessment of Influencing Factors for Human-in-the-Loop Figurations in Consumer Credit Lending Decisions,https://doi.org/10.1145/3715275.3732086,General Fairness & Bias Mitigation,2025,3.7540066,-2.96227,0,True,gold,https://doi.org/10.1145/3715275.3732086
509,Gender Bias in Explainability: Investigating Performance Disparity in Post-hoc Methods,https://doi.org/10.1145/3715275.3732192,General Fairness & Bias Mitigation,2025,4.7249126,-2.9723465,0,False,closed,
510,Envisioning Stakeholder-Action Pairs to Mitigate Negative Impacts of AI: A Participatory Approach to Inform Policy Making,https://doi.org/10.1145/3715275.3732096,General Fairness & Bias Mitigation,2025,3.6433227,-3.0634105,4,True,green,https://handle.uba.uva.nl/personal/pure/en/publications/envisioning-stakeholderaction-pairs-to-mitigate-negative-impacts-of-ai(29f88eaa-8e86-48f6-bb97-20d7cfafff21).html
511,"Frameworks, Methods and Shared Tasks: Connecting Participatory AI to Trustworthy AI Through a Systematic Review of Global Projects",https://doi.org/10.1145/3715275.3732148,General Fairness & Bias Mitigation,2025,3.5325387,-3.1709182,6,True,gold,https://dl.acm.org/doi/pdf/10.1145/3715275.3732148
512,"Recourse, Repair, Reparation, &amp; Prevention: A Stakeholder Analysis of AI Supply Chains",https://doi.org/10.1145/3715275.3732017,General Fairness & Bias Mitigation,2025,3.8477702,-3.0198839,2,True,gold,https://doi.org/10.1145/3715275.3732017
513,"“You Cannot Sound Like GPT"": Signs of language discrimination and resistance in computer science publishing",https://doi.org/10.1145/3715275.3732202,LLMs & NLP,2025,4.648178,0.20563217,10,True,gold,https://dl.acm.org/doi/pdf/10.1145/3715275.3732202
514,Guardian: A Runtime Framework for LLM-Based UI Exploration,https://doi.org/10.1145/3650212.3680334,LLMs & NLP,2024,4.597283,0.71719,13,False,closed,
515,Graph-Aware Contrasting for Multivariate Time-Series Classification,https://doi.org/10.1609/aaai.v38i14.29501,Graph-Based Fairness & Bias Mitigation,2024,7.8754244,-0.385405,24,True,diamond,https://ojs.aaai.org/index.php/AAAI/article/download/29501/30829
516,Complete Neural Networks for Complete Euclidean Graphs,https://doi.org/10.1609/aaai.v38i11.29141,Graph-Based Fairness & Bias Mitigation,2024,8.268519,-0.83663297,3,True,diamond,https://ojs.aaai.org/index.php/AAAI/article/download/29141/30159
517,ResidualTransformer: Residual Low-Rank Learning with Weight-Sharing for Transformer Layers,https://doi.org/10.48550/arxiv.2310.02489,General Fairness & Bias Mitigation,2023,5.6098804,0.9800282,0,True,green,https://arxiv.org/pdf/2310.02489
518,Socially Fair k-Means Clustering,https://doi.org/10.1145/3442188.3445906,General Fairness & Bias Mitigation,2021,8.231868,-1.284269,1,True,green,https://arxiv.org/pdf/2006.10085
519,Fairness Without Demographics in Repeated Loss Minimization,https://doi.org/10.48550/arxiv.1806.08010,General Fairness & Bias Mitigation,2018,6.4568906,-1.6923833,108,True,green,https://arxiv.org/pdf/1806.08010
